pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
pikachu,static,lightning-rod,,4,60,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'double-kick', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'volt-tackle', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']",105,35,55,40,50,50,90,electric,
raichu,static,lightning-rod,,8,300,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'speed-swap', 'brutal-swing', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']",109,60,90,55,90,80,110,electric,
sandshrew,sand-veil,sand-rush,,6,120,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'earth-power', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'chip-away', 'bulldoze', 'work-up', 'rototiller', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']",99,50,75,85,20,30,40,ground,
sandslash,sand-veil,sand-rush,,10,295,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'bulldoze', 'work-up', 'drill-run', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']",103,75,100,110,45,55,65,ground,
nidoran-f,poison-point,rivalry,hustle,4,70,"['scratch', 'cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'confide', 'venom-drench']",78,55,47,52,40,40,41,poison,
nidorina,poison-point,rivalry,hustle,8,200,"['scratch', 'cut', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'confide', 'venom-drench', 'stomping-tantrum']",77,70,62,67,55,55,56,poison,
nidoqueen,poison-point,rivalry,sheer-force,13,600,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'body-press', 'scorching-sands']",133,90,92,87,75,85,76,poison,ground
nidoran-m,poison-point,rivalry,hustle,5,90,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'confusion', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'head-smash', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'drill-run', 'confide', 'venom-drench', 'smart-strike']",80,46,57,40,40,40,50,poison,
nidorino,poison-point,rivalry,hustle,9,195,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'leer', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'drill-run', 'confide', 'venom-drench', 'smart-strike', 'stomping-tantrum']",76,61,72,57,55,55,65,poison,
nidoking,poison-point,rivalry,sheer-force,14,620,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'amnesia', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'smart-strike', 'stomping-tantrum', 'body-press', 'scorching-sands']",134,81,102,77,85,75,85,poison,ground
clefairy,cute-charm,magic-guard,friend-guard,6,75,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'healing-wish', 'natural-gift', 'fling', 'lucky-chant', 'copycat', 'last-resort', 'drain-punch', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']",158,70,45,48,60,65,35,fairy,
clefable,cute-charm,magic-guard,unaware,13,400,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'tickle', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'laser-focus', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'alluring-voice']",160,95,70,73,95,90,60,fairy,
vulpix,flash-fire,drought,,6,99,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'overheat', 'extrasensory', 'howl', 'covet', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'flame-burst', 'flame-charge', 'foul-play', 'round', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'burning-jealousy', 'tera-blast']",87,38,41,40,50,65,65,fire,
ninetales,flash-fire,drought,,11,199,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'dream-eater', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'fake-tears', 'overheat', 'extrasensory', 'howl', 'covet', 'calm-mind', 'healing-wish', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'captivate', 'ominous-wind', 'psyshock', 'flame-charge', 'foul-play', 'round', 'stored-power', 'hex', 'incinerate', 'inferno', 'tail-slap', 'snarl', 'confide', 'mystical-fire', 'baby-doll-eyes', 'laser-focus', 'burning-jealousy', 'scorching-sands', 'tera-blast']",97,73,76,75,81,100,100,fire,
jigglypuff,cute-charm,competitive,friend-guard,5,55,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'sing', 'disable', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'gyro-ball', 'natural-gift', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'drain-punch', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'incinerate', 'retaliate', 'work-up', 'wild-charge', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'play-nice', 'confide', 'dazzling-gleam', 'power-up-punch', 'body-press', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'trailblaze', 'chilling-water', 'alluring-voice', 'psychic-noise']",148,115,45,20,45,25,20,normal,fairy
