Pokemon,Item,Ability,Tera Type,Move 1,Move 2,Move 3,Move 4,Rank,Wins,Losses,Tournament
Iron Hands ,Assault Vest,Quark Drive,Fire, Fake Out, Wild Charge, Drain Punch, Volt Switch,36,8,3,Worlds
Smeargle ,Focus Sash,Moody,Ghost, Wide Guard, Spore, Spiky Shield, Follow Me,36,8,3,Worlds
Terapagos ,Leftovers,Tera Shift,Stellar, Tera Starstorm, Protect, Substitute, Calm Mind,37,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Uturn, Grassy Glide, Fake Out,37,8,3,Worlds
Incineroar ,Rocky Helmet,Intimidate,Ghost, Knock Off, WillOWisp, Fake Out, Parting Shot,37,8,3,Worlds
Annihilape ,Choice Scarf,Defiant,Grass, Final Gambit, Close Combat, Uturn, Shadow Claw,37,8,3,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Ivy Cudgel, Grassy Glide, Follow Me, Spiky Shield,37,8,3,Worlds
Scream Tail ,Booster Energy,Protosynthesis,Ghost, Play Rough, Encore, Disable, Protect,37,8,3,Worlds
Miraidon ,Choice Specs,Hadron Engine,Fairy, Electro Drift, Volt Switch, Dazzling Gleam, Draco Meteor,38,8,3,Worlds
Farigiraf ,Electric Seed,Armor Tail,Water, Foul Play, Psychic Noise, Trick Room, Helping Hand,38,8,3,Worlds
Whimsicott ,Covert Cloak,Prankster,Fire, Encore, Light Screen, Moonblast, Tailwind,38,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Aqua Jet, Detect,38,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Wood Hammer, Spiky Shield, Taunt,38,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Bug, Low Kick, Drain Punch, Fake Out, Wild Charge,38,8,3,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Grass, Moonblast, Icy Wind, Thunder Wave, Protect,39,8,3,Worlds
ChiYu ,Covert Cloak,Beads of Ruin,Grass, Heat Wave, Snarl, Overheat, Protect,39,8,3,Worlds
Latios ,Life Orb,Levitate,Steel, Luster Purge, Draco Meteor, Tailwind, Protect,39,8,3,Worlds
Zamazenta ,Rusted Shield,Dauntless Shield,Dragon, Body Press, Heavy Slam, Wide Guard, Protect,39,8,3,Worlds
Rillaboom ,Choice Band,Grassy Surge,Grass, Grassy Glide, Wood Hammer, High Horsepower, Uturn,39,8,3,Worlds
Tyranitar ,Focus Sash,Sand Stream,Ghost, Rock Slide, Knock Off, Stone Edge, Protect,39,8,3,Worlds
Grimmsnarl ,Light Clay,Prankster,Ghost, Reflect, Light Screen, Thunder Wave, Spirit Break,40,8,3,Worlds
Zamazenta ,Rusted Shield,Dauntless Shield,Grass, Protect, Body Press, Iron Defense, Heavy Slam,40,8,3,Worlds
Gholdengo ,Life Orb,Good as Gold,Normal, Protect, Nasty Plot, Shadow Ball, Make It Rain,40,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Grassy Glide, Wood Hammer, Uturn,40,8,3,Worlds
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Protect, Icicle Crash, Sucker Punch, Throat Chop,40,8,3,Worlds
Pelipper ,Safety Goggles,Drizzle,Ghost, Protect, Hurricane, Weather Ball, Wide Guard,40,8,3,Worlds
UrshifuRapidStrike ,Life Orb,Unseen Fist,Ghost, Surging Strikes, Close Combat, Taunt, Protect,41,8,3,Worlds
Okidogi ,Assault Vest,Guard Dog,Grass, Gunk Shot, Drain Punch, Knock Off, Upper Hand,41,8,3,Worlds
IndeedeeF ,Safety Goggles,Psychic Surge,Water, Alluring Voice, Follow Me, Helping Hand, Trick Room,41,8,3,Worlds
Ursaluna ,Flame Orb,Guts,Ghost, Facade, Headlong Rush, Earthquake, Protect,41,8,3,Worlds
Whimsicott ,Covert Cloak,Prankster,Dark, Grass Knot, Tailwind, Encore, Light Screen,41,8,3,Worlds
Lunala ,Power Herb,Shadow Shield,Grass, Moongeist Beam, Meteor Beam, Expanding Force, Trick Room,41,8,3,Worlds
Farigiraf ,Electric Seed,Armor Tail,Water, Psychic, Helping Hand, Trick Room, Foul Play,42,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Wood Hammer, Follow Me, Spiky Shield,42,8,3,Worlds
Whimsicott ,Covert Cloak,Prankster,Dark, Moonblast, Tailwind, Light Screen, Encore,42,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Grass, Low Kick, Wild Charge, Drain Punch, Fake Out,42,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Close Combat, Surging Strikes, Aqua Jet, Detect,42,8,3,Worlds
Miraidon ,Choice Specs,Hadron Engine,Fairy, Electro Drift, Draco Meteor, Volt Switch, Dazzling Gleam,42,8,3,Worlds
Urshifu ,Dread Plate,Unseen Fist,Water, Wicked Blow, Sucker Punch, Coaching, Detect,43,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Bullet Seed, Follow Me, Spiky Shield,43,8,3,Worlds
Raging Bolt ,Focus Sash,Protosynthesis,Stellar, Thunderbolt, Draco Meteor, Thunderclap, Protect,43,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Fairy, Drain Punch, Low Kick, Wild Charge, Fake Out,43,8,3,Worlds
Groudon ,Clear Amulet,Drought,Fire, Precipice Blades, Heat Crash, Bulk Up, Protect,43,8,3,Worlds
Iron Jugulis ,Booster Energy,Quark Drive,Steel, Air Slash, Snarl, Tailwind, Protect,43,8,3,Worlds
Ditto ,Choice Scarf,Imposter,Ghost, Transform,,,,44,8,3,Worlds
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Lash Out, Sucker Punch, Protect,44,8,3,Worlds
Rillaboom ,Miracle Seed,Grassy Surge,Grass, Grassy Glide, Wood Hammer, Fake Out, Protect,44,8,3,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Shadow Ball, Thunder Wave, Taunt,44,8,3,Worlds
Entei ,Choice Band,Inner Focus,Normal, Sacred Fire, Extreme Speed, Stomping Tantrum, Flare Blitz,44,8,3,Worlds
Zamazenta ,Rusted Shield,Dauntless Shield,Dragon, Body Press, Heavy Slam, Wide Guard, Protect,44,8,3,Worlds
CalyrexShadow ,Choice Specs,As One (Spectrier),Normal, Astral Barrage, Psychic, Pollen Puff, Hyper Beam,45,8,3,Worlds
WeezingGalar ,Covert Cloak,Neutralizing Gas,Dark, Strange Steam, Poison Gas, Toxic Spikes, Sludge Bomb,45,8,3,Worlds
Mienshao ,Focus Sash,Inner Focus,Fighting, Close Combat, Fake Out, Feint, Wide Guard,45,8,3,Worlds
Dondozo ,Leftovers,Unaware,Grass, Body Press, Order Up, Earthquake, Protect,45,8,3,Worlds
ChiYu ,Choice Scarf,Beads of Ruin,Ghost, Overheat, Heat Wave, Dark Pulse, Snarl,45,8,3,Worlds
TatsugiriDroopy ,Assault Vest,Commander,Fairy, Draco Meteor, Muddy Water, Mirror Coat, Counter,45,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Uturn, Grassy Glide, Fake Out,46,8,3,Worlds
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Uturn, Rock Tomb,46,8,3,Worlds
CalyrexShadow ,Covert Cloak,As One (Spectrier),Fairy, Protect, Astral Barrage, Draining Kiss, Calm Mind,46,8,3,Worlds
Mienshao ,Focus Sash,Inner Focus,Fighting, Close Combat, Taunt, Wide Guard, Fake Out,46,8,3,Worlds
Clefairy ,Eviolite,Friend Guard,Grass, Protect, Follow Me, Helping Hand, Sing,46,8,3,Worlds
Incineroar ,Safety Goggles,Intimidate,Water, Knock Off, WillOWisp, Parting Shot, Fake Out,46,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Protect, Aqua Jet,47,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Fake Out, Uturn,47,8,3,Worlds
Clefairy ,Eviolite,Friend Guard,Ground, Follow Me, Helping Hand, Heal Pulse, Protect,47,8,3,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Electric, Thunderbolt, Thunderclap, Draco Meteor, Protect,47,8,3,Worlds
CalyrexShadow ,Life Orb,As One (Spectrier),Normal, Astral Barrage, Psychic, Nasty Plot, Protect,47,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Grassy Glide, Follow Me, Spiky Shield,47,8,3,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Spiky Shield, Ivy Cudgel, Taunt, Follow Me,48,8,3,Worlds
Smeargle ,Focus Sash,Moody,Grass, Spore, Fake Out, Wide Guard, Follow Me,48,8,3,Worlds
Clefairy ,Eviolite,Friend Guard,Water, Protect, Follow Me, Helping Hand, Sing,48,8,3,Worlds
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Uturn, Aqua Jet,48,8,3,Worlds
CalyrexShadow ,Covert Cloak,As One (Spectrier),Fairy, Protect, Astral Barrage, Draining Kiss, Calm Mind,48,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Grassy Glide, Wood Hammer, Uturn, Fake Out,48,8,3,Worlds
Amoonguss ,Rocky Helmet,Regenerator,Fairy, Spore, Pollen Puff, Protect, Rage Powder,49,8,3,Worlds
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Coaching, Uturn,49,8,3,Worlds
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Protect, Blood Moon, Hyper Voice, Earth Power,49,8,3,Worlds
Farigiraf ,Sitrus Berry,Armor Tail,Grass, Trick Room, Foul Play, Psychic, Helping Hand,49,8,3,Worlds
CalyrexIce ,NeverMelt Ice,As One (Glastrier),Fire, Glacial Lance, Protect, Trick Room, High Horsepower,49,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Grass, Fake Out, Wild Charge, Volt Switch, Drain Punch,49,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Detect, Close Combat, Aqua Jet,50,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Uturn, Grassy Glide, Wood Hammer, Fake Out,50,8,3,Worlds
CalyrexShadow ,Life Orb,As One (Spectrier),Normal, Astral Barrage, Expanding Force, Pollen Puff, Protect,50,8,3,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Electric, Protect, Thunderclap, Thunderbolt, Draco Meteor,50,8,3,Worlds
IndeedeeF ,Rocky Helmet,Psychic Surge,Dragon, Dazzling Gleam, Follow Me, Helping Hand, Trick Room,50,8,3,Worlds
Incineroar ,Safety Goggles,Intimidate,Ghost, Knock Off, WillOWisp, Fake Out, Parting Shot,50,8,3,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Power Whip, Ivy Cudgel, Follow Me, Spiky Shield,51,8,3,Worlds
Raging Bolt ,Assault Vest,Protosynthesis,Electric, Thunderbolt, Draco Meteor, Thunderclap, Volt Switch,51,8,3,Worlds
ChiYu ,Covert Cloak,Beads of Ruin,Water, Snarl, Heat Wave, Overheat, Taunt,51,8,3,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Icy Wind, Sunny Day, Protect,51,8,3,Worlds
Koraidon ,Clear Amulet,Orichalcum Pulse,Fire, Collision Course, Flare Blitz, Flame Charge, Protect,51,8,3,Worlds
Ditto ,Focus Sash,Imposter,Ghost, Transform,,,,51,8,3,Worlds
Zamazenta ,Rusted Shield,Dauntless Shield,Dragon, Body Press, Iron Defense, Heavy Slam, Protect,52,8,3,Worlds
Scream Tail ,Booster Energy,Protosynthesis,Grass, Dazzling Gleam, Encore, Disable, Protect,52,8,3,Worlds
ChienPao ,Focus Sash,Sword of Ruin,Dark, Icicle Crash, Sucker Punch, Crunch, Protect,52,8,3,Worlds
Talonflame ,Life Orb,Gale Wings,Ghost, Brave Bird, Tailwind, Flare Blitz, Protect,52,8,3,Worlds
Grimmsnarl ,Light Clay,Prankster,Ghost, Foul Play, Reflect, Light Screen, Misty Terrain,52,8,3,Worlds
Dragonite ,Choice Band,Inner Focus,Normal, Extreme Speed, Aerial Ace, Outrage, Safeguard,52,8,3,Worlds
Baxcalibur ,Loaded Dice,Thermal Exchange,Poison, Icicle Spear, Scale Shot, Swords Dance, Protect,53,8,3,Worlds
IndeedeeF ,Rocky Helmet,Psychic Surge,Grass, Dazzling Gleam, Helping Hand, Follow Me, Trick Room,53,8,3,Worlds
Kyogre ,Choice Scarf,Drizzle,Water, Water Spout, Hydro Pump, Thunder, Origin Pulse,53,8,3,Worlds
Slowking ,Life Orb,Regenerator,Grass, Expanding Force, Scald, Grass Knot, Trick Room,53,8,3,Worlds
Smeargle ,Focus Sash,Moody,Ghost, Spore, Follow Me, Shed Tail, Fake Out,53,8,3,Worlds
WeezingGalar ,Assault Vest,Neutralizing Gas,Normal, Gunk Shot, Play Rough, Assurance, Explosion,53,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Wood Hammer, Grassy Glide, Uturn,54,8,3,Worlds
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Encore, Follow Me, Spiky Shield,54,8,3,Worlds
Incineroar ,Rocky Helmet,Intimidate,Water, Fake Out, Parting Shot, Flare Blitz, Knock Off,54,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Taunt, Detect,54,8,3,Worlds
CalyrexShadow ,Covert Cloak,As One (Spectrier),Normal, Astral Barrage, Expanding Force, Nasty Plot, Protect,54,8,3,Worlds
IndeedeeF ,Psychic Seed,Psychic Surge,Fairy, Alluring Voice, Trick Room, Helping Hand, Follow Me,54,8,3,Worlds
IndeedeeF ,Psychic Seed,Psychic Surge,Dragon, Follow Me, Helping Hand, Trick Room, Alluring Voice,55,8,3,Worlds
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Protect, Blood Moon, Earth Power, Hyper Voice,55,8,3,Worlds
Urshifu ,Choice Band,Unseen Fist,Grass, Wicked Blow, Close Combat, Sucker Punch, Iron Head,55,8,3,Worlds
Smeargle ,Focus Sash,Technician,Grass, Spore, Fake Out, Follow Me, Decorate,55,8,3,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Protect, Glacial Lance, Close Combat, Trick Room,55,8,3,Worlds
Annihilape ,Choice Scarf,Defiant,Grass, Close Combat, Shadow Claw, Uturn, Final Gambit,55,8,3,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Spiky Shield, Ivy Cudgel, Horn Leech, Follow Me,56,8,3,Worlds
Landorus ,Choice Scarf,Sheer Force,Flying, Earth Power, Sandsear Storm, Sludge Bomb, Tera Blast,56,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Detect, Surging Strikes, Close Combat, Aqua Jet,56,8,3,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Protect, Glacial Lance, High Horsepower, Trick Room,56,8,3,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Fairy, Protect, Thunderbolt, Draco Meteor, Thunderclap,56,8,3,Worlds
Farigiraf ,Mirror Herb,Armor Tail,Fairy, Hyper Voice, Shadow Ball, Helping Hand, Trick Room,56,8,3,Worlds
TingLu ,Rocky Helmet,Vessel of Ruin,Fairy, Ruination, Sand Tomb, Protect, Stealth Rock,57,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, High Horsepower, Uturn, Fake Out,57,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Power Whip, Follow Me, Spiky Shield,57,8,3,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Fairy, Thunderclap, Draco Meteor, Electroweb, Protect,57,8,3,Worlds
Dondozo ,Leftovers,Oblivious,Dragon, Fissure, Wave Crash, Yawn, Protect,57,8,3,Worlds
CalyrexShadow ,Focus Sash,As One (Spectrier),Ghost, Astral Barrage, Psyshock, Taunt, Protect,57,8,3,Worlds
Tornadus ,Covert Cloak,Prankster,Dark, Bleakwind Storm, Tailwind, Rain Dance, Taunt,58,8,3,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Icy Wind, Helping Hand, Protect,58,8,3,Worlds
Kyogre ,Mystic Water,Drizzle,Grass, Water Spout, Origin Pulse, Ice Beam, Protect,58,8,3,Worlds
Tsareena ,Wide Lens,Queenly Majesty,Ice, Power Whip, Triple Axel, Uturn, Helping Hand,58,8,3,Worlds
Ditto ,Focus Sash,Imposter,Ghost, Transform,,,,58,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Water, Drain Punch, Low Kick, Wild Charge, Fake Out,58,8,3,Worlds
Incineroar ,Safety Goggles,Intimidate,Water, Knock Off, WillOWisp, Parting Shot, Fake Out,59,8,3,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Brick Break, Follow Me, Spiky Shield,59,8,3,Worlds
CalyrexShadow ,Life Orb,As One (Spectrier),Dark, Astral Barrage, Psychic, Nasty Plot, Protect,59,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Taunt, Detect,59,8,3,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Grass, Wood Hammer, Grassy Glide, Uturn, Fake Out,59,8,3,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Fairy, Rising Voltage, Draco Meteor, Thunderclap, Protect,59,8,3,Worlds
Urshifu ,Focus Sash,Unseen Fist,Dark, Wicked Blow, Detect, Close Combat, Sucker Punch,60,8,3,Worlds
Miraidon ,Choice Specs,Hadron Engine,Fairy, Draco Meteor, Volt Switch, Electro Drift, Dazzling Gleam,60,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Poison, Fake Out, Drain Punch, Wild Charge, Heavy Slam,60,8,3,Worlds
Whimsicott ,Covert Cloak,Prankster,Fire, Tailwind, Encore, Light Screen, Moonblast,60,8,3,Worlds
Landorus ,Life Orb,Sheer Force,Fire, Earth Power, Protect, Sandsear Storm, Sludge Bomb,60,8,3,Worlds
Gholdengo ,Iron Plate,Good as Gold,Steel, Make It Rain, Shadow Ball, Protect, Nasty Plot,60,8,3,Worlds
Whimsicott ,Covert Cloak,Prankster,Dark, Moonblast, Tailwind, Encore, Light Screen,61,8,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Grass, Drain Punch, Heavy Slam, Fake Out, Wild Charge,61,8,3,Worlds
Miraidon ,Choice Specs,Hadron Engine,Fairy, Electro Drift, Draco Meteor, Volt Switch, Dazzling Gleam,61,8,3,Worlds
Farigiraf ,Electric Seed,Armor Tail,Water, Psychic Noise, Helping Hand, Trick Room, Foul Play,61,8,3,Worlds
ChiYu ,Choice Scarf,Beads of Ruin,Fire, Heat Wave, Snarl, Overheat, Dark Pulse,61,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Aqua Jet, Detect,61,8,3,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Detect, Aqua Jet, Close Combat, Surging Strikes,62,8,3,Worlds
Ogerpon ,Loaded Dice,Defiant,Grass, Spiky Shield, Follow Me, Encore, Bullet Seed,62,8,3,Worlds
Pelipper ,Safety Goggles,Drizzle,Grass, Hurricane, Wide Guard, Weather Ball, Helping Hand,62,8,3,Worlds
Landorus ,Choice Scarf,Sheer Force,Ghost, Earth Power, Uturn, Sandsear Storm, Sludge Bomb,62,8,3,Worlds
Incineroar ,Rocky Helmet,Intimidate,Grass, Knock Off, WillOWisp, Fake Out, Parting Shot,62,8,3,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Normal, Protect, Trick Room, High Horsepower, Glacial Lance,62,8,3,Worlds
Dondozo ,Leftovers,Unaware,Grass, Wave Crash, Order Up, Substitute, Protect,63,7,3,Worlds
WeezingGalar ,Covert Cloak,Neutralizing Gas,Dark, Strange Steam, Toxic Spikes, Poison Gas, Protect,63,7,3,Worlds
Tatsugiri ,Focus Sash,Commander,Stellar, Muddy Water, Draco Meteor, Helping Hand, Protect,63,7,3,Worlds
Iron Hands ,Assault Vest,Quark Drive,Grass, Drain Punch, Wild Charge, Fake Out, Volt Switch,63,7,3,Worlds
IndeedeeF ,Rocky Helmet,Psychic Surge,Fairy, Follow Me, Helping Hand, Psychic, Protect,63,7,3,Worlds
CalyrexShadow ,Life Orb,As One (Spectrier),Dark, Astral Barrage, Expanding Force, Nasty Plot, Protect,63,7,3,Worlds
ChiYu ,Choice Scarf,Beads of Ruin,Ground, Flamethrower, Heat Wave, Tera Blast, Snarl,64,7,4,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Aqua Jet, Detect,64,7,4,Worlds
Farigiraf ,Electric Seed,Armor Tail,Grass, Foul Play, Psychic Noise, Helping Hand, Trick Room,64,7,4,Worlds
Miraidon ,Life Orb,Hadron Engine,Electric, Electro Drift, Draco Meteor, Volt Switch, Protect,64,7,4,Worlds
Iron Hands ,Assault Vest,Quark Drive,Water, Wild Charge, Drain Punch, Low Kick, Fake Out,64,7,4,Worlds
UrsalunaBloodmoon ,Silk Scarf,Mind’s Eye,Normal, Blood Moon, Earth Power, Hyper Voice, Protect,64,7,4,Worlds
Farigiraf ,Sitrus Berry,Armor Tail,Grass, Psychic, Foul Play, Helping Hand, Trick Room,65,7,4,Worlds
Iron Hands ,Assault Vest,Quark Drive,Water, Fake Out, Drain Punch, Wild Charge, Low Kick,65,7,4,Worlds
Amoonguss ,Rocky Helmet,Regenerator,Fairy, Spore, Rage Powder, Pollen Puff, Protect,65,7,4,Worlds
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Water, Surging Strikes, Close Combat, Uturn, Coaching,65,7,4,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Glacial Lance, High Horsepower, Trick Room, Protect,65,7,4,Worlds
Regidrago ,Life Orb,Dragon's Maw,Steel, Dragon Energy, Draco Meteor, Tera Blast, Protect,65,7,4,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Dragon, Glacial Lance, High Horsepower, Trick Room, Protect,66,7,4,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Aqua Jet, Detect,66,7,4,Worlds
Torkoal ,Charcoal,Drought,Fire, Eruption, Heat Wave, Helping Hand, Protect,66,7,4,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Ivy Cudgel, Power Whip, Follow Me, Spiky Shield,66,7,4,Worlds
Flutter Mane ,Life Orb,Protosynthesis,Fairy, Dazzling Gleam, Shadow Ball, Moonblast, Protect,66,7,4,Worlds
Farigiraf ,Rocky Helmet,Armor Tail,Dark, Psychic, Foul Play, Helping Hand, Trick Room,66,7,4,Worlds
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Hyper Voice, Earth Power, Blood Moon, Protect,67,7,4,Worlds
Raging Bolt ,Booster Energy,Protosynthesis,Electric, Thunderclap, Draco Meteor, Thunderbolt, Protect,67,7,4,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Glacial Lance, High Horsepower, Trick Room, Protect,67,7,4,Worlds
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Ice Spinner, Sacred Sword, Sucker Punch, Protect,67,7,4,Worlds
Amoonguss ,Rocky Helmet,Regenerator,Water, Spore, Rage Powder, Pollen Puff, Protect,67,7,4,Worlds
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Grass, Surging Strikes, Close Combat, Coaching, Uturn,67,7,4,Worlds
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Stomping Tantrum, Spiky Shield, Follow Me,68,7,4,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Shadow Ball, Icy Wind, Thunder Wave,68,7,4,Worlds
Amoonguss ,Focus Sash,Regenerator,Ghost, Foul Play, Pollen Puff, Spore, Rage Powder,68,7,4,Worlds
Terapagos ,Leftovers,Tera Shift,Stellar, Tera Starstorm, Earth Power, Protect, Calm Mind,68,7,4,Worlds
Iron Hands ,Assault Vest,Quark Drive,Poison, Wild Charge, Drain Punch, Heavy Slam, Fake Out,68,7,4,Worlds
Incineroar ,Safety Goggles,Intimidate,Ghost, Knock Off, Fake Out, WillOWisp, Parting Shot,68,7,4,Worlds
Clefairy ,Eviolite,Friend Guard,Ground, Follow Me, After You, Protect, Helping Hand,69,7,4,Worlds
Tornadus ,Covert Cloak,Prankster,Dark, Bleakwind Storm, Rain Dance, Tailwind, Taunt,69,7,4,Worlds
UrshifuRapidStrike ,Splash Plate,Unseen Fist,Water, Surging Strikes, Close Combat, Aqua Jet, Protect,69,7,4,Worlds
CalyrexShadow ,Life Orb,As One (Spectrier),Grass, Astral Barrage, Giga Drain, Protect, Nasty Plot,69,7,4,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Uturn, Grassy Glide, Fake Out,69,7,4,Worlds
Smeargle ,Focus Sash,Moody,Ghost, Fake Out, Follow Me, Spore, Wide Guard,69,7,4,Worlds
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Stellar, Surging Strikes, Close Combat, Aqua Jet, Detect,70,7,4,Worlds
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Ivy Cudgel, Horn Leech, Spiky Shield, Follow Me,70,7,4,Worlds
Raging Bolt ,Life Orb,Protosynthesis,Electric, Thunderbolt, Protect, Draco Meteor, Thunderclap,70,7,4,Worlds
Clefairy ,Eviolite,Friend Guard,Grass, Follow Me, Helping Hand, Protect, Heal Pulse,70,7,4,Worlds
CalyrexIce ,Clear Amulet,As One (Glastrier),Normal, Glacial Lance, High Horsepower, Trick Room, Protect,70,7,4,Worlds
Scream Tail ,Booster Energy,Protosynthesis,Dark, Dazzling Gleam, Encore, Disable, Protect,70,7,4,Worlds
Zamazenta ,Rusted Shield,Dauntless Shield,Dragon, Body Press, Heavy Slam, Wide Guard, Protect,71,7,4,Worlds
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,71,7,4,Worlds
Entei ,Choice Band,Inner Focus,Normal, Sacred Fire, Extreme Speed, Stone Edge, Flare Blitz,71,7,4,Worlds
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Throat Chop, Sucker Punch, Protect,71,7,4,Worlds
UrshifuRapidStrike ,Safety Goggles,Unseen Fist,Water, Surging Strikes, Aqua Jet, Substitute, Protect,71,7,4,Worlds
Flutter Mane ,Booster Energy,Protosynthesis,Grass, Moonblast, Shadow Ball, Icy Wind, Protect,71,7,4,Worlds
Iron Crown ,Life Orb,Quark Drive,Ground, Tachyon Cutter, Psychic, Tera Blast, Protect,72,7,4,Worlds
