rank_category,pokemon,item,ability,tera type,move_1,move_2,move_3,move_4,tournament
1,farigiraf,sitrus berry,armor tail,grass,trick-room,foul-play,psychic,helping-hand,worlds
1,iron-hands,assault vest,quark drive,grass,fake-out,wild-charge,volt-switch,drain-punch,worlds
1,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,coaching,uturn,worlds
1,amoonguss,rocky helmet,regenerator,fairy,spore,pollen-puff,protect,rage-powder,worlds
1,ursaluna,life orb,mind’s eye,normal,protect,blood-moon,hyper-voice,earth-power,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,detect,close-combat,aqua-jet,worlds
1,rillaboom,assault vest,grassy surge,fire,uturn,grassy-glide,wood-hammer,fake-out,worlds
1,calyrex,life orb,as one (spectrier),normal,astral-barrage,expanding-force,pollen-puff,protect,worlds
1,raging-bolt,booster energy,protosynthesis,electric,protect,thunderclap,thunderbolt,draco-meteor,worlds
1,indeedee,rocky helmet,psychic surge,dragon,dazzling-gleam,follow-me,helping-hand,trick-room,worlds
1,incineroar,safety goggles,intimidate,ghost,knock-off,willowisp,fake-out,parting-shot,worlds
1,ditto,focus sash,imposter,ghost,transform,,,,worlds
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,worlds
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,icy-wind,sunny-day,protect,worlds
1,chi-yu,covert cloak,beads of ruin,water,snarl,heat-wave,overheat,taunt,worlds
1,ogerpon,cornerstone mask,sturdy,rock,power-whip,ivy-cudgel,follow-me,spiky-shield,worlds
1,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,draco-meteor,thunderclap,volt-switch,worlds
1,zamazenta,rusted shield,dauntless shield,dragon,body-press,iron-defense,heavy-slam,protect,worlds
1,scream-tail,booster energy,protosynthesis,grass,dazzling-gleam,encore,disable,protect,worlds
1,chien-pao,focus sash,sword of ruin,dark,icicle-crash,sucker-punch,crunch,protect,worlds
1,talonflame,life orb,gale wings,ghost,brave-bird,tailwind,flare-blitz,protect,worlds
1,grimmsnarl,light clay,prankster,ghost,foul-play,reflect,light-screen,misty-terrain,worlds
1,dragonite,choice band,inner focus,normal,extreme-speed,aerial-ace,outrage,safeguard,worlds
1,smeargle,focus sash,moody,ghost,spore,follow-me,shed-tail,fake-out,worlds
1,slowking,life orb,regenerator,grass,expanding-force,scald,grass-knot,trick-room,worlds
1,weezing,assault vest,neutralizing gas,normal,gunk-shot,play-rough,assurance,explosion,worlds
1,indeedee,rocky helmet,psychic surge,grass,dazzling-gleam,helping-hand,follow-me,trick-room,worlds
1,baxcalibur,loaded dice,thermal exchange,poison,icicle-spear,scale-shot,swords-dance,protect,worlds
1,kyogre,choice scarf,drizzle,water,water-spout,hydro-pump,thunder,origin-pulse,worlds
1,calyrex,covert cloak,as one (spectrier),normal,astral-barrage,expanding-force,nasty-plot,protect,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,taunt,detect,worlds
1,indeedee,psychic seed,psychic surge,fairy,alluring-voice,trick-room,helping-hand,follow-me,worlds
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,encore,follow-me,spiky-shield,worlds
1,rillaboom,assault vest,grassy surge,fire,fake-out,wood-hammer,grassy-glide,uturn,worlds
1,incineroar,rocky helmet,intimidate,water,fake-out,parting-shot,flare-blitz,knock-off,worlds
1,indeedee,psychic seed,psychic surge,dragon,follow-me,helping-hand,trick-room,alluring-voice,worlds
1,ursaluna,life orb,mind’s eye,normal,protect,blood-moon,earth-power,hyper-voice,worlds
1,urshifu,choice band,unseen fist,grass,wicked-blow,close-combat,sucker-punch,iron-head,worlds
1,smeargle,focus sash,technician,grass,spore,fake-out,follow-me,decorate,worlds
1,calyrex,clear amulet,as one (glastrier),fire,protect,glacial-lance,close-combat,trick-room,worlds
1,annihilape,choice scarf,defiant,grass,close-combat,shadow-claw,uturn,final-gambit,worlds
1,raging-bolt,booster energy,protosynthesis,fairy,protect,thunderbolt,draco-meteor,thunderclap,worlds
1,farigiraf,mirror herb,armor tail,fairy,hyper-voice,shadow-ball,helping-hand,trick-room,worlds
1,calyrex,clear amulet,as one (glastrier),fire,protect,glacial-lance,high-horsepower,trick-room,worlds
1,urshifu,focus sash,unseen fist,stellar,detect,surging-strikes,close-combat,aqua-jet,worlds
1,landorus,choice scarf,sheer force,flying,earth-power,sandsear-storm,sludge-bomb,tera-blast,worlds
1,ogerpon,cornerstone mask,sturdy,rock,spiky-shield,ivy-cudgel,horn-leech,follow-me,worlds
1,ting-lu,rocky helmet,vessel of ruin,fairy,ruination,sand-tomb,protect,stealth-rock,worlds
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,high-horsepower,uturn,fake-out,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,power-whip,follow-me,spiky-shield,worlds
1,raging-bolt,booster energy,protosynthesis,fairy,thunderclap,draco-meteor,electroweb,protect,worlds
1,dondozo,leftovers,oblivious,dragon,fissure,wave-crash,yawn,protect,worlds
1,calyrex,focus sash,as one (spectrier),ghost,astral-barrage,psyshock,taunt,protect,worlds
1,tornadus,covert cloak,prankster,dark,bleakwind-storm,tailwind,rain-dance,taunt,worlds
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,icy-wind,helping-hand,protect,worlds
1,kyogre,mystic water,drizzle,grass,water-spout,origin-pulse,ice-beam,protect,worlds
1,tsareena,wide lens,queenly majesty,ice,power-whip,triple-axel,uturn,helping-hand,worlds
1,ditto,focus sash,imposter,ghost,transform,,,,worlds
1,iron-hands,assault vest,quark drive,water,drain-punch,low-kick,wild-charge,fake-out,worlds
1,rillaboom,assault vest,grassy surge,grass,wood-hammer,grassy-glide,uturn,fake-out,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,taunt,detect,worlds
1,raging-bolt,booster energy,protosynthesis,fairy,rising-voltage,draco-meteor,thunderclap,protect,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,brick-break,follow-me,spiky-shield,worlds
1,incineroar,safety goggles,intimidate,water,knock-off,willowisp,parting-shot,fake-out,worlds
1,calyrex,life orb,as one (spectrier),dark,astral-barrage,psychic,nasty-plot,protect,worlds
1,landorus,life orb,sheer force,fire,earth-power,protect,sandsear-storm,sludge-bomb,worlds
1,whimsicott,covert cloak,prankster,fire,tailwind,encore,light-screen,moonblast,worlds
1,gholdengo,iron plate,good as gold,steel,make-it-rain,shadow-ball,protect,nasty-plot,worlds
1,miraidon,choice specs,hadron engine,fairy,draco-meteor,volt-switch,electro-drift,dazzling-gleam,worlds
1,urshifu,focus sash,unseen fist,dark,wicked-blow,detect,close-combat,sucker-punch,worlds
1,iron-hands,assault vest,quark drive,poison,fake-out,drain-punch,wild-charge,heavy-slam,worlds
1,whimsicott,covert cloak,prankster,dark,moonblast,tailwind,encore,light-screen,worlds
1,iron-hands,assault vest,quark drive,grass,drain-punch,heavy-slam,fake-out,wild-charge,worlds
1,miraidon,choice specs,hadron engine,fairy,electro-drift,draco-meteor,volt-switch,dazzling-gleam,worlds
1,farigiraf,electric seed,armor tail,water,psychic-noise,helping-hand,trick-room,foul-play,worlds
1,chi-yu,choice scarf,beads of ruin,fire,heat-wave,snarl,overheat,dark-pulse,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,detect,worlds
1,incineroar,rocky helmet,intimidate,grass,knock-off,willowisp,fake-out,parting-shot,worlds
1,landorus,choice scarf,sheer force,ghost,earth-power,uturn,sandsear-storm,sludge-bomb,worlds
1,calyrex,clear amulet,as one (glastrier),normal,protect,trick-room,high-horsepower,glacial-lance,worlds
1,ogerpon,loaded dice,defiant,grass,spiky-shield,follow-me,encore,bullet-seed,worlds
1,urshifu,focus sash,unseen fist,stellar,detect,aqua-jet,close-combat,surging-strikes,worlds
1,pelipper,safety goggles,drizzle,grass,hurricane,wide-guard,weather-ball,helping-hand,worlds
1,dondozo,leftovers,unaware,grass,wave-crash,order-up,substitute,protect,worlds
1,weezing,covert cloak,neutralizing gas,dark,strange-steam,toxic-spikes,poison-gas,protect,worlds
1,tatsugiri,focus sash,commander,stellar,muddy-water,draco-meteor,helping-hand,protect,worlds
1,iron-hands,assault vest,quark drive,grass,drain-punch,wild-charge,fake-out,volt-switch,worlds
1,indeedee,rocky helmet,psychic surge,fairy,follow-me,helping-hand,psychic,protect,worlds
1,calyrex,life orb,as one (spectrier),dark,astral-barrage,expanding-force,nasty-plot,protect,worlds
1,ursaluna,silk scarf,mind’s eye,normal,blood-moon,earth-power,hyper-voice,protect,worlds
1,iron-hands,assault vest,quark drive,water,wild-charge,drain-punch,low-kick,fake-out,worlds
1,miraidon,life orb,hadron engine,electric,electro-drift,draco-meteor,volt-switch,protect,worlds
1,farigiraf,electric seed,armor tail,grass,foul-play,psychic-noise,helping-hand,trick-room,worlds
1,chi-yu,choice scarf,beads of ruin,ground,flamethrower,heat-wave,tera-blast,snarl,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,detect,worlds
1,farigiraf,sitrus berry,armor tail,grass,psychic,foul-play,helping-hand,trick-room,worlds
1,iron-hands,assault vest,quark drive,water,fake-out,drain-punch,wild-charge,low-kick,worlds
1,amoonguss,rocky helmet,regenerator,fairy,spore,rage-powder,pollen-puff,protect,worlds
1,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,uturn,coaching,worlds
1,calyrex,clear amulet,as one (glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,worlds
1,regidrago,life orb,dragon's maw,steel,dragon-energy,draco-meteor,tera-blast,protect,worlds
1,flutter-mane,life orb,protosynthesis,fairy,dazzling-gleam,shadow-ball,moonblast,protect,worlds
1,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,worlds
1,farigiraf,rocky helmet,armor tail,dark,psychic,foul-play,helping-hand,trick-room,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,detect,worlds
1,torkoal,charcoal,drought,fire,eruption,heat-wave,helping-hand,protect,worlds
1,calyrex,clear amulet,as one (glastrier),dragon,glacial-lance,high-horsepower,trick-room,protect,worlds
1,ursaluna,life orb,mind’s eye,normal,hyper-voice,earth-power,blood-moon,protect,worlds
1,raging-bolt,booster energy,protosynthesis,electric,thunderclap,draco-meteor,thunderbolt,protect,worlds
1,calyrex,clear amulet,as one (glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,worlds
1,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sacred-sword,sucker-punch,protect,worlds
1,amoonguss,rocky helmet,regenerator,water,spore,rage-powder,pollen-puff,protect,worlds
1,urshifu,choice scarf,unseen fist,grass,surging-strikes,close-combat,coaching,uturn,worlds
1,terapagos,leftovers,tera shift,stellar,tera-starstorm,earth-power,protect,calm-mind,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,stomping-tantrum,spiky-shield,follow-me,worlds
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,shadow-ball,icy-wind,thunder-wave,worlds
1,amoonguss,focus sash,regenerator,ghost,foul-play,pollen-puff,spore,rage-powder,worlds
1,iron-hands,assault vest,quark drive,poison,wild-charge,drain-punch,heavy-slam,fake-out,worlds
1,incineroar,safety goggles,intimidate,ghost,knock-off,fake-out,willowisp,parting-shot,worlds
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,uturn,grassy-glide,fake-out,worlds
1,calyrex,life orb,as one (spectrier),grass,astral-barrage,giga-drain,protect,nasty-plot,worlds
1,smeargle,focus sash,moody,ghost,fake-out,follow-me,spore,wide-guard,worlds
1,tornadus,covert cloak,prankster,dark,bleakwind-storm,rain-dance,tailwind,taunt,worlds
1,clefairy,eviolite,friend guard,ground,follow-me,after-you,protect,helping-hand,worlds
1,urshifu,splash plate,unseen fist,water,surging-strikes,close-combat,aqua-jet,protect,worlds
1,scream-tail,booster energy,protosynthesis,dark,dazzling-gleam,encore,disable,protect,worlds
1,calyrex,clear amulet,as one (glastrier),normal,glacial-lance,high-horsepower,trick-room,protect,worlds
1,clefairy,eviolite,friend guard,grass,follow-me,helping-hand,protect,heal-pulse,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,detect,worlds
1,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,horn-leech,spiky-shield,follow-me,worlds
1,raging-bolt,life orb,protosynthesis,electric,thunderbolt,protect,draco-meteor,thunderclap,worlds
1,zamazenta,rusted shield,dauntless shield,dragon,body-press,heavy-slam,wide-guard,protect,worlds
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,uturn,fake-out,worlds
1,entei,choice band,inner focus,normal,sacred-fire,extreme-speed,stone-edge,flare-blitz,worlds
1,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,throat-chop,sucker-punch,protect,worlds
1,urshifu,safety goggles,unseen fist,water,surging-strikes,aqua-jet,substitute,protect,worlds
1,flutter-mane,booster energy,protosynthesis,grass,moonblast,shadow-ball,icy-wind,protect,worlds
1,calyrex,clear amulet,as one (glastrier),normal,glacial-lance,high-horsepower,trick-room,protect,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,detect,worlds
1,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,worlds
1,iron-crown,life orb,quark drive,ground,tachyon-cutter,psychic,tera-blast,protect,worlds
1,clefairy,eviolite,friend guard,ground,helping-hand,heal-pulse,follow-me,protect,worlds
1,raging-bolt,booster energy,protosynthesis,electric,thunderbolt,draco-meteor,thunderclap,protect,worlds
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,close-combat,coaching,uturn,worlds
1,pelipper,focus sash,drizzle,ghost,hurricane,weather-ball,wide-guard,helping-hand,worlds
1,raging-bolt,booster energy,protosynthesis,electric,thunderbolt,thunderclap,draco-meteor,protect,worlds
1,calyrex,clear amulet,as one (glastrier),grass,glacial-lance,high-horsepower,trick-room,protect,worlds
1,amoonguss,covert cloak,regenerator,water,spore,rage-powder,pollen-puff,clear-smog,worlds
1,incineroar,rocky helmet,intimidate,water,knock-off,parting-shot,taunt,fake-out,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,horn-leech,follow-me,spiky-shield,worlds
1,raging-bolt,assault vest,protosynthesis,electric,volt-switch,draco-meteor,thunderclap,thunderbolt,worlds
1,flutter-mane,focus sash,protosynthesis,fairy,protect,taunt,moonblast,icy-wind,worlds
1,hariyama,rocky helmet,thick fat,fighting,close-combat,knock-off,fake-out,wide-guard,worlds
1,farigiraf,safety goggles,armor tail,water,foul-play,helping-hand,trick-room,psychic-noise,worlds
1,groudon,clear amulet,drought,fire,precipice-blades,heat-crash,bulk-up,protect,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,horn-leech,follow-me,spiky-shield,worlds
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,close-combat,uturn,coaching,worlds
1,clefairy,eviolite,friend guard,grass,follow-me,helping-hand,after-you,protect,worlds
1,calyrex,sitrus berry,as one (spectrier),fighting,astral-barrage,tera-blast,nasty-plot,protect,worlds
1,iron-hands,assault vest,quark drive,grass,drain-punch,wild-charge,volt-switch,fake-out,worlds
1,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,throat-chop,sucker-punch,protect,worlds
1,whimsicott,covert cloak,prankster,water,light-screen,moonblast,tailwind,encore,worlds
1,terapagos,choice specs,tera shift,stellar,tera-starstorm,earth-power,dark-pulse,hyper-beam,worlds
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,aqua-jet,protect,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,spiky-shield,ivy-cudgel,horn-leech,follow-me,worlds
1,farigiraf,safety goggles,armor tail,fairy,foul-play,psychic-noise,helping-hand,trick-room,worlds
1,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,sandsear-storm,protect,worlds
1,urshifu,choice band,unseen fist,poison,wicked-blow,sucker-punch,close-combat,poison-jab,worlds
1,miraidon,choice specs,hadron engine,fairy,volt-switch,dazzling-gleam,electro-drift,draco-meteor,worlds
1,smeargle,focus sash,moody,ghost,fake-out,follow-me,spore,wide-guard,worlds
1,farigiraf,throat spray,armor tail,fire,hyper-voice,helping-hand,trick-room,psychic-noise,worlds
1,iron-hands,assault vest,quark drive,grass,fake-out,drain-punch,heavy-slam,wild-charge,worlds
1,ursaluna,life orb,mind’s eye,normal,hyper-voice,blood-moon,earth-power,protect,worlds
1,incineroar,rocky helmet,intimidate,water,willowisp,parting-shot,knock-off,fake-out,worlds
1,urshifu,choice scarf,unseen fist,fire,surging-strikes,aqua-jet,uturn,close-combat,worlds
1,rillaboom,assault vest,grassy surge,fire,uturn,wood-hammer,fake-out,grassy-glide,worlds
1,ogerpon,cornerstone mask,sturdy,rock,grassy-glide,ivy-cudgel,spiky-shield,follow-me,worlds
1,lunala,leftovers,shadow shield,fairy,moongeist-beam,moonblast,calm-mind,protect,worlds
1,farigiraf,grassy seed,armor tail,water,roar,foul-play,trick-room,psychic-noise,worlds
1,mienshao,focus sash,inner focus,ghost,close-combat,wide-guard,feint,fake-out,worlds
1,tatsugiri,assault vest,commander,steel,muddy-water,draco-meteor,counter,mirror-coat,worlds
1,dondozo,leftovers,unaware,grass,earthquake,order-up,body-press,protect,worlds
1,calyrex,choice specs,as one (spectrier),ghost,astral-barrage,psychic,shadow-ball,pollen-puff,worlds
1,maushold,rocky helmet,friend guard,ground,follow-me,helping-hand,feint,protect,worlds
1,weezing,covert cloak,neutralizing gas,normal,strange-steam,poison-gas,toxic-spikes,protect,worlds
1,calyrex,clear amulet,as one (glastrier),fire,protect,trick-room,close-combat,glacial-lance,worlds
1,torkoal,charcoal,drought,fire,eruption,heat-wave,weather-ball,protect,worlds
1,indeedee,psychic seed,psychic surge,grass,follow-me,helping-hand,trick-room,psychic,worlds
1,smeargle,focus sash,own tempo,grass,follow-me,decorate,fake-out,spore,worlds
1,urshifu,choice band,unseen fist,grass,wicked-blow,close-combat,sucker-punch,iron-head,worlds
1,farigiraf,life orb,armor tail,water,hyper-voice,shadow-ball,trick-room,protect,worlds
1,iron-hands,assault vest,quark drive,bug,fake-out,drain-punch,heavy-slam,wild-charge,worlds
1,grimmsnarl,light clay,prankster,ghost,thunder-wave,foul-play,light-screen,reflect,worlds
1,ursaluna,life orb,mind’s eye,normal,blood-moon,earth-power,hyper-voice,protect,worlds
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,spiky-shield,horn-leech,follow-me,worlds
